CountyCode,Tally,Population,Geoname,Value
01021,"[0.09035222996730614, 0.10842267596076736, 0.13552834495095922, 0.11745789895749797, 0.06324656097711431, 0.054211337980383696, 0.07228178397384492, 0.09938745296403675, 0.08131700697057553, 0.13552834495095922, 0.15359879094442047, 0.1987749059280736, 0.13552834495095922, 0.09938745296403675, 0.07228178397384492]",43941,"Chilton County, Alabama","[-0.37008707248853795, -0.2110562633521284, -0.016418283383721491, -0.14123864666088234, -0.68119841845714968, -0.81565705172540959, -0.56472505245694493, -0.28695233362522243, -0.46198826262059312, -0.016418283383721491, 0.092755838689657658, 0.31764845474805875, -0.016418283383721491, -0.28695233362522243, -0.56472505245694493]"
01023,"[0.026716427117389432, 0.03205971254086732, 0.04007464067608414, 0.03473135525260626, 0.0187014989821726, 0.016029856270433657, 0.021373141693911545, 0.029388069829128376, 0.02404478440565049, 0.04007464067608414, 0.04541792609956202, 0.058776139658256725, 0.04007464067608414, 0.029388069829128376, 0.021373141693911545]",12993,"Choctaw County, Alabama","[-0.37008707248853795, -0.2110562633521284, -0.016418283383721491, -0.14123864666088234, -0.68119841845714968, -0.81565705172540959, -0.56472505245694493, -0.28695233362522243, -0.46198826262059312, -0.016418283383721491, 0.092755838689657658, 0.3176484547480572, -0.016418283383721491, -0.28695233362522243, -0.56472505245694493]"
01025,"[0.050155244381387125, 0.06018629325766455, 0.07523286657208068, 0.06520181769580326, 0.035108671066970985, 0.030093146628832276, 0.0401241955051097, 0.05517076881952584, 0.04513971994324841, 0.07523286657208068, 0.08526391544835811, 0.11034153763905168, 0.07523286657208068, 0.05517076881952584, 0.0401241955051097]",24392,"Clarke County, Alabama","[-0.37008707248853795, -0.2110562633521284, -0.016418283383721491, -0.14123864666088234, -0.68119841845714968, -0.81565705172540959, -0.56472505245694493, -0.28695233362522243, -0.46198826262059312, -0.016418283383721491, 0.092755838689657658, 0.31764845474805875, -0.016418283383721491, -0.28695233362522243, -0.56472505245694493]"
01027,"[0.02774247938642485, 0.03329097526370982, 0.04161371907963727, 0.0360652232023523, 0.0194197355704974, 0.016645487631854913, 0.022193983509139883, 0.030516727325067335, 0.024968231447782367, 0.04161371907963727, 0.04716221495692224, 0.061033454650134655, 0.04161371907963727, 0.030516727325067335, 0.022193983509139883]",13492,"Clay County, Alabama","[-0.37008707248853795, -0.2110562633521284, -0.016418283383721491, -0.14123864666088234, -0.68119841845714968, -0.81565705172540959, -0.56472505245694493, -0.28695233362522399, -0.46198826262059312, -0.016418283383721491, 0.092755838689657658, 0.3176484547480572, -0.016418283383721491, -0.28695233362522399, -0.56472505245694493]"
01029,"[0.03068698209035017, 0.03682437850842021, 0.04603047313552527, 0.03989307671745523, 0.02148088746324512, 0.018412189254210103, 0.024549585672280137, 0.033755680299385186, 0.027618283881315153, 0.04603047313552527, 0.05216786955359531, 0.0675113605987704, 0.04603047313552527, 0.033755680299385186, 0.024549585672280137]",14924,"Cleburne County, Alabama","[-0.37008707248853795, -0.2110562633521284, -0.01641828338371994, -0.14123864666088234, -0.68119841845714968, -0.81565705172540959, -0.56472505245694649, -0.28695233362522243, -0.46198826262059312, -0.01641828338371994, 0.092755838689657658, 0.31764845474805875, -0.01641828338371994, -0.28695233362522243, -0.56472505245694649]"
01031,"[0.1053317706084346, 0.12639812473012152, 0.15799765591265186, 0.13693130179096497, 0.07373223942590422, 0.06319906236506076, 0.08426541648674768, 0.11586494766927806, 0.09479859354759114, 0.15799765591265186, 0.17906401003433875, 0.23172989533855598, 0.15799765591265186, 0.11586494766927806, 0.08426541648674768]",51226,"Coffee County, Alabama","[-0.37008707248853795, -0.2110562633521284, -0.016418283383721491, -0.14123864666088234, -0.68119841845714968, -0.81565705172540959, -0.56472505245694493, -0.28695233362522243, -0.46198826262059312, -0.016418283383721491, 0.092755838689657658, 0.3176484547480572, -0.016418283383721491, -0.28695233362522243, -0.56472505245694493]"
01033,"[1.1114798593547592, 2.13377583122571, 2.1672197890321367, 1.1449238171611873, 0.07803590154833137, 0.06688791561285547, 0.08918388748380729, 0.12262784529023504, 0.10033187341928321, 1.1672197890321387, 1.1895157609030909, 1.2452556905804706, 0.16721978903213872, 0.12262784529023504, 0.08918388748380729]",54216,"Colbert County, Alabama","[1.6357527145512316, 2.2046378070672068, 2.2182031464506973, 1.6616113687041674, -0.68119841845714968, -0.81565705172540959, -0.56472505245694493, -0.28695233362522243, -0.46198826262059312, 1.6784341697562759, 1.6949386463388658, 1.7348831793524602, -0.01641828338371994, -0.28695233362522243, -0.56472505245694493]"
01035,"[0.02548680936812452, 0.030584171241749423, 0.03823021405218678, 0.03313285217856188, 0.017840766557687165, 0.015292085620874713, 0.020389447494499616, 0.02803549030493697, 0.022938128431312068, 0.03823021405218678, 0.043327575925811684, 0.05607098060987394, 0.03823021405218678, 0.02803549030493697, 0.020389447494499616]",12395,"Conecuh County, Alabama","[-0.37008707248853795, -0.2110562633521284, -0.016418283383721491, -0.14123864666088234, -0.68119841845714968, -0.81565705172540959, -0.56472505245694649, -0.28695233362522399, -0.46198826262059312, -0.016418283383721491, 0.092755838689657658, 0.3176484547480572, -0.016418283383721491, -0.28695233362522399, -0.56472505245694649]"
01037,"[0.021756831780889514, 0.026108198137067416, 0.03263524767133427, 0.028283881315156367, 0.01522978224662266, 0.01305409906853371, 0.01740546542471161, 0.023932514958978465, 0.019581148602800563, 0.03263524767133427, 0.036986614027512174, 0.04786502991795693, 0.03263524767133427, 0.023932514958978465, 0.01740546542471161]",10581,"Coosa County, Alabama","[-0.37008707248853795, -0.2110562633521284, -0.016418283383721491, -0.14123864666088234, -0.68119841845714968, -0.81565705172540959, -0.56472505245694649, -0.28695233362522399, -0.46198826262059312, -0.016418283383721491, 0.092755838689657658, 0.3176484547480572, -0.016418283383721491, -0.28695233362522399, -0.56472505245694649]"
01039,"[0.07702177533773363, 0.09242613040528036, 0.11553266300660045, 0.10012830793905372, 0.05391524273641354, 0.04621306520264018, 0.06161742027018691, 0.084723952871507, 0.06931959780396027, 0.11553266300660045, 0.13093701807414718, 0.169447905743014, 0.11553266300660045, 0.084723952871507, 0.06161742027018691]",37458,"Covington County, Alabama","[-0.37008707248853795, -0.2110562633521284, -0.016418283383721491, -0.14123864666088234, -0.68119841845714968, -0.81565705172540959, -0.56472505245694493, -0.28695233362522243, -0.46198826262059312, -0.016418283383721491, 0.092755838689657658, 0.31764845474805875, -0.016418283383721491, -0.28695233362522243, -0.56472505245694493]"
01041,"[0.028608146731643122, 0.034329776077971746, 0.04291222009746468, 0.03719059075113606, 0.020025702712150185, 0.017164888038985873, 0.022886517385314498, 0.031468961404807434, 0.02574733205847881, 0.04291222009746468, 0.04863384944379331, 0.06293792280961487, 0.04291222009746468, 0.031468961404807434, 0.022886517385314498]",13913,"Crenshaw County, Alabama","[-0.37008707248853795, -0.2110562633521284, -0.016418283383721491, -0.14123864666088234, -0.68119841845714968, -0.81565705172540959, -0.56472505245694493, -0.28695233362522243, -0.46198826262059312, -0.016418283383721491, 0.092755838689657658, 0.31764845474805875, -0.016418283383721491, -0.28695233362522243, -0.56472505245694493]"
01043,"[2.169578269899039, 3.203493923878846, 3.2543674048485567, 1.2204517508687518, 0.11870478892932781, 0.10174696193942384, 0.1356626159192318, 0.1865360968889437, 0.15262044290913576, 0.2543674048485596, 0.2882830588283676, 0.3730721937778876, 0.2543674048485596, 0.1865360968889437, 1.1356626159192318]",82471,"Cullman County, Alabama","[1.8532666773132402, 2.1931923581540635, 2.2069354664180567, 1.351448402107674, -0.68119841845714968, -0.81565705172540959, -0.56472505245694649, -0.28695233362522243, -0.46198826262059312, -0.016418283383721491, 0.092755838689657658, 0.31764845474805875, -0.016418283383721491, -0.28695233362522243, 1.2886418917021043]"
01045,"[0.10121933666440484, 0.12146320399728582, 0.15182900499660726, 0.1315851376637263, 0.07085353566508339, 0.0607316019986429, 0.08097546933152387, 0.11134127033084533, 0.09109740299796436, 0.15182900499660726, 0.17207287232948823, 0.22268254066169066, 0.15182900499660726, 0.11134127033084533, 0.08097546933152387]",49226,"Dale County, Alabama","[-0.37008707248853795, -0.2110562633521284, -0.01641828338371994, -0.14123864666088234, -0.68119841845714968, -0.81565705172540959, -0.56472505245694493, -0.28695233362522243, -0.46198826262059312, -0.01641828338371994, 0.092755838689657658, 0.31764845474805875, -0.01641828338371994, -0.28695233362522243, -0.56472505245694493]"
01047,"[0.08226512861637157, 0.09871815433964588, 0.12339769292455735, 0.10694466720128304, 0.057585590031460104, 0.04935907716982295, 0.06581210289309726, 0.09049164147800873, 0.07403861575473442, 0.12339769292455735, 0.1398507186478317, 0.18098328295601754, 0.12339769292455735, 0.09049164147800873, 0.06581210289309726]",40008,"Dallas County, Alabama","[-0.37008707248853795, -0.2110562633521284, -0.016418283383721491, -0.14123864666088234, -0.68119841845714968, -0.81565705172540959, -0.56472505245694649, -0.28695233362522399, -0.46198826262059312, -0.016418283383721491, 0.092755838689657658, 0.31764845474805875, -0.016418283383721491, -0.28695233362522399, -0.56472505245694649]"
01049,"[0.14578578331585548, 0.17494293997902657, 0.2186786749737832, 0.18952151831061212, 0.10205004832109883, 0.08747146998951329, 0.11662862665268438, 0.16036436164744103, 0.13120720498426994, 0.2186786749737832, 0.2478358316369543, 0.32072872329488206, 0.2186786749737832, 0.16036436164744103, 0.11662862665268438]",70900,"DeKalb County, Alabama","[-0.37008707248853795, -0.2110562633521284, -0.016418283383721491, -0.14123864666088234, -0.68119841845714968, -0.81565705172540959, -0.56472505245694649, -0.28695233362522243, -0.46198826262059312, -0.016418283383721491, 0.092755838689657658, 0.31764845474805875, -0.016418283383721491, -0.28695233362522243, -0.56472505245694649]"
01051,"[0.16819649209384577, 0.20183579051261494, 0.2522947381407687, 0.21865543972199952, 0.11773754446569201, 2.1009178952563072, 2.134557193675076, 2.1850161413032287, 0.15137684288446118, 0.2522947381407687, 0.2859340365595378, 0.3700322826064606, 0.2522947381407687, 0.18501614130323035, 0.1345571936750766]",81799,"Elmore County, Alabama","[-0.37008707248853795, -0.2110562633521284, -0.01641828338371994, -0.14123864666088234, -0.68119841845714968, 1.8323528364854491, 1.8462084950740212, 1.8665878454516383, -0.46198826262059312, -0.01641828338371994, 0.092755838689657658, 0.31764845474805875, -0.01641828338371994, -0.28695233362522243, -0.56472505245694493]"
01053,"[0.07757695392017766, 0.09309234470421318, 0.11636543088026646, 0.10085004009623094, 0.054303867744124365, 0.0465461723521066, 0.06206156313614213, 0.08533464931219542, 0.0698192585281599, 0.11636543088026646, 0.13188082166430198, 0.1706692986243908, 0.11636543088026646, 0.08533464931219542, 0.06206156313614213]",37728,"Escambia County, Alabama","[-0.37008707248853795, -0.2110562633521284, -0.016418283383721491, -0.14123864666088234, -0.68119841845714968, -0.81565705172540959, -0.56472505245694493, -0.28695233362522243, -0.46198826262059312, -0.016418283383721491, 0.092755838689657658, 0.3176484547480572, -0.016418283383721491, -0.28695233362522243, -0.56472505245694493]"
01055,"[0.2108938375177349, 0.25307260502128187, 0.31634075627660235, 0.27416198877305537, 0.14762568626241443, 0.12653630251064094, 0.16871507001418792, 0.2319832212695084, 0.18980445376596142, 0.31634075627660235, 0.35851952378014934, 0.4639664425390168, 0.31634075627660235, 0.2319832212695084, 0.16871507001418792]",102564,"Etowah County, Alabama","[-0.37008707248853795, -0.2110562633521284, -0.01641828338371994, -0.14123864666088234, -0.68119841845714968, -0.81565705172540959, -0.56472505245694493, -0.28695233362522243, -0.46198826262059312, -0.01641828338371994, 0.092755838689657658, 0.31764845474805875, -0.01641828338371994, -0.28695233362522243, -0.56472505245694493]"
01057,"[0.03402216601895832, 0.04082659922274998, 0.05103324902843748, 0.044228815824645815, 0.023815516213270823, 0.02041329961137499, 0.027217732815166654, 0.03742438262085415, 0.030619949417062486, 0.05103324902843748, 0.05783768223222914, 0.07484876524170832, 0.05103324902843748, 0.03742438262085415, 0.027217732815166654]",16546,"Fayette County, Alabama","[-0.37008707248853795, -0.2110562633521284, -0.016418283383721491, -0.14123864666088234, -0.68119841845714968, -0.81565705172540959, -0.56472505245694649, -0.28695233362522243, -0.46198826262059312, -0.016418283383721491, 0.092755838689657658, 0.31764845474805875, -0.016418283383721491, -0.28695233362522243, -0.56472505245694649]"
01059,"[0.06503403039088683, 0.07804083646906419, 0.09755104558633024, 0.08454423950815287, 0.045523821273620785, 1.0390204182345322, 1.0520272243127096, 2.0715374334299756, 1.0585306273517983, 1.0975510455863304, 0.1105578516645076, 0.14307486685995105, 0.09755104558633024, 0.07153743342997551, 0.052027224312709466]",31628,"Franklin County, Alabama","[-0.37008707248853795, -0.2110562633521284, -0.016418283383721491, -0.14123864666088234, -0.68119841845714968, 2.0470375678755484, 2.0578889631230202, 2.6489042819761943, 2.063264452735567, 2.0948397448863885, 0.092755838689657658, 0.31764845474805875, -0.016418283383721491, -0.28695233362522399, -0.56472505245694649]"
01061,"[0.0547241584932042, 0.06566899019184504, 0.08208623773980628, 0.07114140604116545, 0.03830691094524294, 0.03283449509592252, 0.04377932679456336, 0.06019657434252462, 0.04925174264388378, 0.08208623773980628, 0.0930310694384471, 0.12039314868504918, 0.08208623773980628, 0.06019657434252462, 0.04377932679456336]",26614,"Geneva County, Alabama","[-0.37008707248853795, -0.2110562633521284, -0.016418283383721491, -0.14123864666088234, -0.68119841845714968, -0.81565705172540959, -0.56472505245694493, -0.28695233362522243, -0.46198826262059312, -0.016418283383721491, 0.092755838689657658, 0.3176484547480572, -0.016418283383721491, -0.28695233362522243, -0.56472505245694493]"
01063,"[0.017317459338309377, 0.020780951205971253, 0.02597618900746406, 0.02251269713980219, 0.012122221536816564, 0.010390475602985626, 0.013853967470647502, 0.019049205272140317, 0.01558571340447844, 0.02597618900746406, 0.029439680875125933, 0.03809841054428061, 0.02597618900746406, 0.019049205272140317, 0.013853967470647502]",8422,"Greene County, Alabama","[-0.37008707248853795, -0.2110562633521284, -0.016418283383721491, -0.14123864666088234, -0.68119841845714968, -0.81565705172540959, -0.56472505245694649, -0.28695233362522243, -0.46198826262059312, -0.016418283383721491, 0.092755838689657658, 0.3176484547480572, -0.016418283383721491, -0.28695233362522243, -0.56472505245694649]"
01065,"[0.030744556165566598, 0.036893467398679915, 0.046116834248349885, 0.03996792301523657, 0.021521189315896617, 0.018446733699339957, 0.024595644932453278, 0.03381901178212326, 0.027670100549009938, 0.046116834248349885, 0.0522657454814632, 0.06763802356424649, 0.046116834248349885, 0.03381901178212326, 0.024595644932453278]",14952,"Hale County, Alabama","[-0.37008707248853795, -0.2110562633521284, -0.016418283383721491, -0.14123864666088234, -0.68119841845714968, -0.81565705172540959, -0.56472505245694493, -0.28695233362522243, -0.46198826262059312, -0.016418283383721491, 0.092755838689657658, 0.31764845474805875, -0.016418283383721491, -0.28695233362522243, -0.56472505245694493]"
01067,"[0.03529290810766352, 0.04235148972919623, 0.05293936216149529, 0.045880780539962585, 0.024705035675364462, 0.02117574486459811, 1.0282343264861304, 1.038822198918429, 1.0317636172968963, 0.05293936216149529, 0.059997943783028, 0.07764439783685974, 0.05293936216149529, 0.038822198918429876, 0.028234326486130813]",17164,"Henry County, Alabama","[-0.37008707248853795, -0.2110562633521284, -0.01641828338371994, -0.14123864666088234, -0.68119841845714968, -0.81565705172540959, 2.5710823138644736, 2.5800181128199462, 2.574071096471136, -0.01641828338371994, 0.092755838689657658, 0.31764845474805875, -0.01641828338371994, -0.28695233362522243, -0.56472505245694649]"
01069,"[0.21396171323998103, 1.256754055887977, 1.3209425698599713, 1.278150227211975, 1.1497731992679867, 1.1283770279439884, 2.171169370591985, 2.235357884563979, 3.192565541915983, 3.3209425698599735, 2.3637349125079696, 1.4707157691279578, 0.3209425698599716, 0.23535788456397913, 2.1711693705919854]",104056,"Houston County, Alabama","[-0.37008707248853795, 1.174231286460889, 1.2176811636004636, 1.1889563798977936, 1.0966289388753256, 1.0802441925759914, 1.6511222070308378, 1.6765357271429566, 1.9874277465978547, 2.0218153450779162, 1.7252438308846612, 1.311364487160571, -0.016418283383721491, -0.28695233362522399, 1.6511222070308378]"
01071,"[0.10720704048691217, 0.1286484485842946, 0.16081056073036826, 0.13936915263298583, 0.07504492834083852, 0.0643242242921473, 0.08576563238952974, 0.11792774453560338, 0.09648633643822095, 0.16081056073036826, 0.1822519688277507, 0.23585548907120676, 0.16081056073036826, 0.11792774453560338, 0.08576563238952974]",52138,"Jackson County, Alabama","[-0.37008707248853795, -0.2110562633521284, -0.016418283383721491, -0.14123864666088234, -0.68119841845714968, -0.81565705172540959, -0.56472505245694649, -0.28695233362522243, -0.46198826262059312, -0.016418283383721491, 0.092755838689657658, 0.31764845474805875, -0.016418283383721491, -0.28695233362522243, -0.56472505245694649]"
01073,"[12.872009339781307, 10.385287461410815, 7.034177410400346, 6.7629537556803, 5.949282791520162, 7.329562030341215, 9.3587312181518, 17.523512233322407, 17.494343045511823, 19.30801400967196, 10.821292131301469, 8.741405735011046, 4.034177410400346, 4.491730100960254, 6.084894618880185]",659521,"Jefferson County, Alabama","[1.5928596447017747, 1.4056171216123878, 1.0657785620517186, 1.0314806275869439, 0.91966712887888091, 1.1016587605351176, 1.3148325097347384, 1.8619400580991319, 1.8604869158244191, 1.9465284338065911, 1.4414890696917984, 1.2553109823429487, 0.58082392177195286, 0.67453505554148052, 0.93932664329020887]"
01075,"[0.028618427816503204, 0.03434211337980384, 0.04292764172475479, 0.03720395616145416, 0.02003289947155224, 0.01717105668990192, 0.022894742253202562, 0.031480270598153524, 0.025756585034852883, 0.04292764172475479, 0.04865132728805543, 0.06296054119630702, 0.04292764172475479, 0.031480270598153524, 0.022894742253202562]",13918,"Lamar County, Alabama","[-0.37008707248853795, -0.2110562633521284, -0.016418283383721491, -0.14123864666088234, -0.68119841845714968, -0.81565705172540959, -0.56472505245694493, -0.28695233362522243, -0.46198826262059312, -0.016418283383721491, 0.092755838689657658, 0.3176484547480572, -0.016418283383721491, -0.28695233362522243, -0.56472505245694493]"
01077,"[0.18982583842247036, 0.22779100610696446, 0.2847387576337056, 0.2467735899492115, 0.13287808689572922, 0.1138955030534822, 0.15186067073797627, 0.2088084222647174, 0.1708432545802233, 1.2847387576337055, 1.3227039253181996, 1.417616844529435, 0.2847387576337056, 1.2088084222647175, 1.1518606707379764]",92318,"Lauderdale County, Alabama","[-0.37008707248853795, -0.2110562633521284, -0.01641828338371994, -0.14123864666088234, -0.68119841845714968, -0.81565705172540959, -0.56472505245694493, -0.28695233362522243, -0.46198826262059312, 1.2978412907604504, 1.3232436754722137, 1.3836901431858628, -0.01641828338371994, 1.2447032841216843, 1.2026113407197314]"
01079,"[0.0683568770176629, 0.08202825242119548, 0.10253531552649435, 0.08886394012296177, 0.04784981391236403, 0.04101412621059774, 0.05468550161413032, 0.07519256471942919, 0.06152118931589661, 0.10253531552649435, 0.11620669093002693, 0.15038512943885837, 0.10253531552649435, 0.07519256471942919, 0.05468550161413032]",33244,"Lawrence County, Alabama","[-0.37008707248853795, -0.2110562633521284, -0.016418283383721491, -0.14123864666088234, -0.68119841845714968, -0.81565705172540959, -0.56472505245694493, -0.28695233362522243, -0.46198826262059312, -0.016418283383721491, 0.092755838689657658, 0.31764845474805875, -0.016418283383721491, -0.28695233362522243, -0.56472505245694493]"
01081,"[2.3269199925976185, 2.392303991117142, 1.4903799888964278, 2.424995990376905, 3.228843994818333, 6.196151995558571, 5.261535994078095, 5.35961199185738, 3.2942279933378567, 2.4903799888964278, 1.5557639874159515, 1.7192239837147616, 1.4903799888964284, 2.3596119918573804, 1.261535994078095]",158991,"Lee County, Alabama","[1.3417869122217012, 1.3659583186215114, 0.95318495616816434, 1.37779739166458, 1.6275189052295838, 2.1960581571892948, 2.0534397783760787, 2.0695490855621097, 1.6450055743983811, 1.4010041026639977, 0.99063574791293796, 1.0777794574732207, 0.9531849561681659, 1.3539563407211581, 0.80777916858010446]"
01083,"[0.3969664014951484, 0.2288643513663561, 0.2860804392079452, 0.24793638064688578, 1.1335042049637079, 1.1144321756831783, 1.152576234244238, 0.20979232208582643, 1.1716482635247671, 2.286080439207945, 2.324224497769003, 1.4195846441716544, 0.2860804392079452, 0.20979232208582643, 0.1525762342442374]",92753,"Limestone County, Alabama","[0.26931366038577681, -0.2110562633521284, -0.016418283383721491, -0.14123864666088234, 1.1844984375128516, 1.1696972502465073, 1.199052650191371, -0.28695233362522399, 1.2133679952942984, 1.7964066878491076, 1.8108404785185854, 1.3807996959151223, -0.016418283383721491, -0.28695233362522399, -0.56472505245694649]"
01085,"[0.021298295396130203, 0.025557954475356245, 0.0319474430941953, 0.027687784014969265, 0.014908806777291141, 0.01277897723767812, 0.017038636316904162, 0.023428124935743224, 0.019168465856517183, 0.0319474430941953, 0.036207102173421345, 0.04685624987148645, 0.0319474430941953, 0.023428124935743224, 0.017038636316904162]",10358,"Lowndes County, Alabama","[-0.37008707248853795, -0.2110562633521284, -0.01641828338371994, -0.14123864666088234, -0.68119841845714968, -0.81565705172540959, -0.56472505245694493, -0.28695233362522243, -0.46198826262059312, -0.01641828338371994, 0.092755838689657658, 0.31764845474805875, -0.01641828338371994, -0.28695233362522243, -0.56472505245694493]"
