CountyCode,Tally,Population,Geoname,Value
01021,"[0.09035222996730614, 0.10842267596076736, 0.11745789895749797, 0.08131700697057553, 0.07228178397384492, 0.07228178397384492, 0.13552834495095922, 0.18973968293134297, 0.13552834495095922, 0.09035222996730614]",43941,"Chilton County, Alabama","[-0.3748591932445664, -0.21573227222837746, -0.14587246055354081, -0.46681592479142986, -0.56961480464698788, -0.56961480464698788, -0.02097666082595593, 0.272690154894979, -0.02097666082595593, -0.3748591932445664]"
01023,"[0.026716427117389432, 0.03205971254086732, 0.03473135525260626, 0.02404478440565049, 0.021373141693911545, 0.021373141693911545, 0.04007464067608414, 0.056104496946517785, 0.04007464067608414, 0.026716427117389432]",12993,"Choctaw County, Alabama","[-0.3748591932445664, -0.21573227222837746, -0.14587246055354081, -0.46681592479142986, -0.56961480464698788, -0.56961480464698788, -0.02097666082595593, 0.272690154894979, -0.02097666082595593, -0.3748591932445664]"
01025,"[0.050155244381387125, 0.06018629325766455, 0.06520181769580326, 0.04513971994324841, 0.0401241955051097, 0.0401241955051097, 0.07523286657208068, 0.10532601320091296, 0.07523286657208068, 0.050155244381387125]",24392,"Clarke County, Alabama","[-0.3748591932445664, -0.21573227222837746, -0.14587246055354081, -0.46681592479142986, -0.56961480464698788, -0.56961480464698788, -0.02097666082595593, 0.272690154894979, -0.02097666082595593, -0.3748591932445664]"
01027,"[0.02774247938642485, 0.03329097526370982, 0.0360652232023523, 0.024968231447782367, 0.022193983509139883, 0.022193983509139883, 0.04161371907963727, 0.05825920671149217, 0.04161371907963727, 0.02774247938642485]",13492,"Clay County, Alabama","[-0.3748591932445664, -0.21573227222837746, -0.14587246055354081, -0.46681592479142986, -0.56961480464698788, -0.56961480464698788, -0.02097666082595593, 0.272690154894979, -0.02097666082595593, -0.3748591932445664]"
01029,"[0.03068698209035017, 0.03682437850842021, 0.03989307671745523, 0.027618283881315153, 0.024549585672280137, 0.024549585672280137, 0.04603047313552527, 0.06444266238973538, 0.04603047313552527, 0.03068698209035017]",14924,"Cleburne County, Alabama","[-0.3748591932445664, -0.21573227222837746, -0.14587246055354081, -0.46681592479142986, -0.56961480464698944, -0.56961480464698944, -0.020976660825954382, 0.272690154894979, -0.020976660825954382, -0.3748591932445664]"
01031,"[0.1053317706084346, 0.12639812473012152, 0.13693130179096497, 0.09479859354759114, 0.08426541648674768, 0.08426541648674768, 0.15799765591265186, 0.22119671827771253, 0.15799765591265186, 0.1053317706084346]",51226,"Coffee County, Alabama","[-0.3748591932445664, -0.21573227222837746, -0.14587246055354081, -0.46681592479142986, -0.56961480464698788, -0.56961480464698788, -0.02097666082595593, 0.272690154894979, -0.02097666082595593, -0.3748591932445664]"
01033,"[1.1114798593547592, 2.1337758312257096, 1.1449238171611873, 0.10033187341928321, 0.08918388748380729, 0.08918388748380729, 1.1672197890321387, 1.2341077046449946, 0.16721978903213872, 0.11147985935475913]",54216,"Colbert County, Alabama","[1.632192843380774, 2.2014217473626978, 1.6580671254731807, -0.46681592479142986, -0.56961480464698788, -0.56961480464698788, 1.6749000935554457, 1.7235345718310733, -0.020976660825954382, -0.3748591932445664]"
01035,"[0.02548680936812452, 0.030584171241749423, 0.03313285217856188, 0.022938128431312068, 0.020389447494499616, 0.020389447494499616, 0.03823021405218678, 0.05352229967306149, 0.03823021405218678, 0.02548680936812452]",12395,"Conecuh County, Alabama","[-0.3748591932445664, -0.21573227222837746, -0.14587246055354081, -0.46681592479142986, -0.56961480464698944, -0.56961480464698944, -0.02097666082595593, 0.272690154894979, -0.02097666082595593, -0.3748591932445664]"
01037,"[0.021756831780889514, 0.026108198137067416, 0.028283881315156367, 0.019581148602800563, 0.01740546542471161, 0.01740546542471161, 0.03263524767133427, 0.04568934673986798, 0.03263524767133427, 0.021756831780889514]",10581,"Coosa County, Alabama","[-0.3748591932445664, -0.21573227222837746, -0.14587246055354081, -0.46681592479142986, -0.56961480464698944, -0.56961480464698944, -0.02097666082595593, 0.272690154894979, -0.02097666082595593, -0.3748591932445664]"
01039,"[0.07702177533773363, 0.09242613040528036, 0.10012830793905372, 0.06931959780396027, 0.06161742027018691, 0.06161742027018691, 0.11553266300660045, 0.16174572820924063, 0.11553266300660045, 0.07702177533773363]",37458,"Covington County, Alabama","[-0.3748591932445664, -0.21573227222837746, -0.14587246055354081, -0.46681592479142986, -0.56961480464698788, -0.56961480464698788, -0.02097666082595593, 0.272690154894979, -0.02097666082595593, -0.3748591932445664]"
01041,"[0.028608146731643122, 0.034329776077971746, 0.03719059075113606, 0.02574733205847881, 0.022886517385314498, 0.022886517385314498, 0.04291222009746468, 0.060077108136450556, 0.04291222009746468, 0.028608146731643122]",13913,"Crenshaw County, Alabama","[-0.3748591932445664, -0.21573227222837746, -0.14587246055354081, -0.46681592479142986, -0.56961480464698788, -0.56961480464698788, -0.02097666082595593, 0.272690154894979, -0.02097666082595593, -0.3748591932445664]"
01043,"[2.169578269899039, 3.2034939238788454, 1.2204517508687518, 0.15262044290913576, 0.1356626159192318, 0.1356626159192318, 0.2543674048485596, 0.3561143667879836, 0.2543674048485596, 0.16957826989903974]",82471,"Cullman County, Alabama","[1.8498382629086312, 2.1899693812766121, 1.3477167087472477, -0.46681592479142986, -0.56961480464698944, -0.56961480464698944, -0.02097666082595593, 0.272690154894979, -0.02097666082595593, -0.3748591932445664]"
01045,"[0.10121933666440484, 0.12146320399728582, 0.1315851376637263, 0.09109740299796436, 0.08097546933152387, 0.08097546933152387, 0.15182900499660726, 0.21256060699525017, 0.15182900499660726, 0.10121933666440484]",49226,"Dale County, Alabama","[-0.3748591932445664, -0.21573227222837746, -0.14587246055354081, -0.46681592479142986, -0.56961480464698788, -0.56961480464698788, -0.020976660825954382, 0.272690154894979, -0.020976660825954382, -0.3748591932445664]"
01047,"[0.08226512861637157, 0.09871815433964588, 0.10694466720128304, 0.07403861575473442, 0.06581210289309726, 0.06581210289309726, 0.12339769292455735, 0.17275677009438037, 0.12339769292455735, 0.08226512861637157]",40008,"Dallas County, Alabama","[-0.3748591932445664, -0.21573227222837746, -0.14587246055354081, -0.46681592479142986, -0.56961480464698944, -0.56961480464698944, -0.02097666082595593, 0.272690154894979, -0.02097666082595593, -0.3748591932445664]"
01049,"[0.14578578331585548, 0.17494293997902657, 0.18952151831061212, 0.13120720498426994, 0.11662862665268438, 0.11662862665268438, 0.2186786749737832, 0.3061501449632965, 0.2186786749737832, 0.14578578331585548]",70900,"DeKalb County, Alabama","[-0.3748591932445664, -0.21573227222837746, -0.14587246055354081, -0.46681592479142986, -0.56961480464698944, -0.56961480464698944, -0.02097666082595593, 0.272690154894979, -0.02097666082595593, -0.3748591932445664]"
01051,"[0.16819649209384577, 0.20183579051261494, 0.21865543972199952, 2.1513768428844613, 2.134557193675076, 0.1345571936750766, 0.2522947381407687, 0.35321263339707604, 0.2522947381407687, 0.16819649209384577]",81799,"Elmore County, Alabama","[-0.3748591932445664, -0.21573227222837746, -0.14587246055354081, 1.8496261106355845, 1.8427758149855076, -0.56961480464698788, -0.020976660825954382, 0.272690154894979, -0.020976660825954382, -0.3748591932445664]"
01053,"[0.07757695392017766, 0.09309234470421318, 0.10085004009623094, 0.0698192585281599, 0.06206156313614213, 0.06206156313614213, 0.11636543088026646, 0.16291160323237303, 0.11636543088026646, 0.07757695392017766]",37728,"Escambia County, Alabama","[-0.3748591932445664, -0.21573227222837746, -0.14587246055354081, -0.46681592479142986, -0.56961480464698788, -0.56961480464698788, -0.02097666082595593, 0.272690154894979, -0.02097666082595593, -0.3748591932445664]"
01055,"[0.2108938375177349, 0.25307260502128187, 0.27416198877305537, 0.18980445376596142, 0.16871507001418792, 0.16871507001418792, 0.31634075627660235, 0.4428770587872433, 0.31634075627660235, 0.2108938375177349]",102564,"Etowah County, Alabama","[-0.3748591932445664, -0.21573227222837746, -0.14587246055354081, -0.46681592479142986, -0.56961480464698788, -0.56961480464698788, -0.020976660825954382, 0.272690154894979, -0.020976660825954382, -0.3748591932445664]"
01057,"[0.03402216601895832, 0.04082659922274998, 0.044228815824645815, 0.030619949417062486, 0.027217732815166654, 0.027217732815166654, 0.05103324902843748, 0.07144654863981248, 0.05103324902843748, 0.03402216601895832]",16546,"Fayette County, Alabama","[-0.3748591932445664, -0.21573227222837746, -0.14587246055354081, -0.46681592479142986, -0.56961480464698944, -0.56961480464698944, -0.02097666082595593, 0.272690154894979, -0.02097666082595593, -0.3748591932445664]"
01059,"[0.06503403039088683, 0.07804083646906419, 0.08454423950815287, 1.0585306273517983, 1.0520272243127096, 1.0520272243127096, 1.0975510455863304, 0.13657146382086235, 0.09755104558633024, 0.06503403039088683]",31628,"Franklin County, Alabama","[-0.3748591932445664, -0.21573227222837746, -0.14587246055354081, 2.0599629526128815, 2.0545842142687576, 2.0545842142687576, 2.0915573276112327, 0.272690154894979, -0.02097666082595593, -0.3748591932445664]"
01061,"[0.0547241584932042, 0.06566899019184504, 0.07114140604116545, 0.04925174264388378, 0.04377932679456336, 0.04377932679456336, 0.08208623773980628, 0.11492073283572876, 0.08208623773980628, 0.0547241584932042]",26614,"Geneva County, Alabama","[-0.3748591932445664, -0.21573227222837746, -0.14587246055354081, -0.46681592479142986, -0.56961480464698788, -0.56961480464698788, -0.02097666082595593, 0.272690154894979, -0.02097666082595593, -0.3748591932445664]"
01063,"[0.017317459338309377, 0.020780951205971253, 0.02251269713980219, 0.01558571340447844, 0.013853967470647502, 0.013853967470647502, 0.02597618900746406, 0.03636666461044968, 0.02597618900746406, 0.017317459338309377]",8422,"Greene County, Alabama","[-0.3748591932445664, -0.21573227222837746, -0.14587246055354081, -0.46681592479142986, -0.56961480464698944, -0.56961480464698944, -0.02097666082595593, 0.272690154894979, -0.02097666082595593, -0.3748591932445664]"
01065,"[0.030744556165566598, 0.036893467398679915, 0.03996792301523657, 0.027670100549009938, 0.024595644932453278, 0.024595644932453278, 0.046116834248349885, 0.06456356794768983, 0.046116834248349885, 0.030744556165566598]",14952,"Hale County, Alabama","[-0.3748591932445664, -0.21573227222837746, -0.14587246055354081, -0.46681592479142986, -0.56961480464698788, -0.56961480464698788, -0.02097666082595593, 0.272690154894979, -0.02097666082595593, -0.3748591932445664]"
01067,"[0.03529290810766352, 0.04235148972919623, 0.045880780539962585, 0.03176361729689717, 1.0282343264861304, 1.02823432648613, 0.05293936216149529, 0.07411510702609339, 0.05293936216149529, 0.03529290810766352]",17164,"Henry County, Alabama","[-0.3748591932445664, -0.21573227222837746, -0.14587246055354081, -0.46681592479142986, 2.5680877186081075, 2.5680877186081075, -0.020976660825954382, 0.272690154894979, -0.020976660825954382, -0.3748591932445664]"
01069,"[0.21396171323998103, 1.256754055887977, 1.278150227211975, 1.1925655419159829, 2.171169370591985, 3.1711693705919846, 3.3209425698599735, 1.4493195978039597, 0.3209425698599716, 2.213961713239981]",104056,"Houston County, Alabama","[-0.3748591932445664, 1.1703924901421972, 1.1851264828384203, 1.1246366060328283, 1.647571624568785, 1.9782114523345748, 2.0184887947673222, 1.2948179555719452, -0.02097666082595593, 1.6646062623487117]"
01071,"[0.10720704048691217, 0.1286484485842946, 0.13936915263298583, 0.09648633643822095, 0.08576563238952974, 0.08576563238952974, 0.16081056073036826, 0.22513478502251555, 0.16081056073036826, 0.10720704048691217]",52138,"Jackson County, Alabama","[-0.3748591932445664, -0.21573227222837746, -0.14587246055354081, -0.46681592479142986, -0.56961480464698944, -0.56961480464698944, -0.02097666082595593, 0.272690154894979, -0.02097666082595593, -0.3748591932445664]"
01073,"[12.872009339781307, 10.385287461410815, 6.7629537556803, 7.736397512421284, 9.3587312181518, 14.600785685061261, 19.30801400967196, 11.363739440741561, 4.034177410400346, 5.356118273600231]",659521,"Jefferson County, Alabama","[1.5892738506702369, 1.4019181656660833, 1.0275555584621296, 1.1449241022218466, 1.3110786871889997, 1.6992619822135515, 1.9431563830888472, 1.4805011601817393, 0.57662649370382268, 0.82400520554973555]"
01075,"[0.028618427816503204, 0.03434211337980384, 0.03720395616145416, 0.025756585034852883, 0.022894742253202562, 0.022894742253202562, 0.04292764172475479, 0.0600986984146567, 0.04292764172475479, 0.028618427816503204]",13918,"Lamar County, Alabama","[-0.3748591932445664, -0.21573227222837746, -0.14587246055354081, -0.46681592479142986, -0.56961480464698788, -0.56961480464698788, -0.02097666082595593, 0.272690154894979, -0.02097666082595593, -0.3748591932445664]"
01077,"[0.18982583842247036, 0.22779100610696446, 0.2467735899492115, 0.1708432545802233, 0.15186067073797627, 0.15186067073797627, 1.2847387576337055, 1.3986342606871878, 0.2847387576337056, 1.1898258384224705]",92318,"Lauderdale County, Alabama","[-0.3748591932445664, -0.21573227222837746, -0.14587246055354081, -0.46681592479142986, -0.56961480464698788, -0.56961480464698788, 1.2940771993994786, 1.3682120080698941, -0.020976660825954382, 1.2270925520251501]"
01079,"[0.0683568770176629, 0.08202825242119548, 0.08886394012296177, 0.06152118931589661, 0.05468550161413032, 0.05468550161413032, 0.10253531552649435, 0.14354944173709208, 0.10253531552649435, 0.0683568770176629]",33244,"Lawrence County, Alabama","[-0.3748591932445664, -0.21573227222837746, -0.14587246055354081, -0.46681592479142986, -0.56961480464698788, -0.56961480464698788, -0.02097666082595593, 0.272690154894979, -0.02097666082595593, -0.3748591932445664]"
01081,"[2.3269199925976185, 1.3923039911171422, 2.424995990376905, 5.294227993337857, 5.261535994078095, 3.261535994078095, 2.4903799888964278, 1.6865319844549989, 1.4903799888964284, 2.3269199925976185]",158991,"Lee County, Alabama","[1.3380493798420341, 0.88980127739134129, 1.374081622582791, 2.055538499833188, 2.0501323406119636, 1.6327465231952301, 1.3973023587929823, 1.057126115776625, 0.94921256826154121, 1.3380493798420341]"
01083,"[0.3969664014951484, 0.2288643513663561, 0.24793638064688578, 1.1716482635247674, 1.152576234244238, 1.1525762342442374, 2.286080439207945, 1.4005126148911247, 0.2860804392079452, 0.19072029280529676]",92753,"Limestone County, Alabama","[0.26492796793695861, -0.21573227222837746, -0.14587246055354081, 1.209552851641873, 1.1952288549151802, 1.1952288549151802, 1.792943909534126, 1.365280494412118, -0.02097666082595593, -0.3748591932445664]"
01085,"[0.021298295396130203, 0.025557954475356245, 0.027687784014969265, 0.019168465856517183, 0.017038636316904162, 0.017038636316904162, 0.0319474430941953, 0.04472642033187343, 0.0319474430941953, 0.021298295396130203]",10358,"Lowndes County, Alabama","[-0.3748591932445664, -0.21573227222837746, -0.14587246055354081, -0.46681592479142986, -0.56961480464698788, -0.56961480464698788, -0.020976660825954382, 0.272690154894979, -0.020976660825954382, -0.3748591932445664]"
01087,"[1.038992042440318, 1.0467904509283814, 0.0506896551724138, 0.03509283819628647, 0.031193633952254638, 1.0311936339522545, 1.0584880636604768, 0.08188328912466843, 0.058488063660477464, 0.0389920424403183]",18963,"Macon County, Alabama","[2.4901766097357734, 2.4967030237517989, -0.14587246055354081, -0.46681592479142986, -0.56961480464698944, 2.4836010251330425, 2.5064020421927404, 0.272690154894979, -0.020976660825954382, -0.3748591932445664]"
01089,"[4.5277554951593855, 3.880801924619087, 2.95420208500401, 1.6606014434643148, 1.5872012830793913, 2.5872012830793905, 6.101002405773856, 5.541403368083397, 6.101002405773857, 4.734001603849236]",356967,"Madison County, Alabama","[1.2131413083303402, 1.0785718723084396, 0.84046548099451812, 0.33770067351355265, 0.29824431894512926, 0.72468933988982753, 1.4734281586942082, 1.3894619299842517, 1.4734281586942097, 1.2520189411672311]"
01091,"[0.04045195649044888, 0.04854234778853866, 0.052587543437583546, 0.03640676084140399, 0.0323615651923591, 0.0323615651923591, 0.060677934735673324, 0.08494910862994265, 0.060677934735673324, 0.04045195649044888]",19673,"Marengo County, Alabama","[-0.3748591932445664, -0.21573227222837746, -0.14587246055354081, -0.46681592479142986, -0.56961480464698788, -0.56961480464698788, -0.020976660825954382, 0.272690154894979, -0.020976660825954382, -0.3748591932445664]"
01093,"[0.061682396726502595, 0.07401887607180312, 0.08018711574445338, 0.055514157053852334, 0.04934591738120207, 0.04934591738120207, 0.0925235950897539, 0.12953303312565545, 0.0925235950897539, 0.061682396726502595]",29998,"Marion County, Alabama","[-0.3748591932445664, -0.21573227222837746, -0.14587246055354081, -0.46681592479142986, -0.56961480464698788, -0.56961480464698788, -0.020976660825954382, 0.272690154894979, -0.020976660825954382, -0.3748591932445664]"
01095,"[1.1956634384060199, 0.23479612608722478, 0.25436246992782685, 0.17609709456541855, 0.15653075072481648, 0.15653075072481648, 0.293495157609031, 0.41089322065264344, 0.293495157609031, 0.19566343840602063]",95157,"Marshall County, Alabama","[1.2049284763220558, -0.21573227222837746, -0.14587246055354081, -0.46681592479142986, -0.56961480464698788, -0.56961480464698788, -0.020976660825954382, 0.272690154894979, -0.020976660825954382, -0.3748591932445664]"
01097,"[4.852992823802767, 1.023591388563321, 3.108890670943598, 5.7676935414224895, 7.682394259042214, 6.682394259042214, 6.279489235704149, 6.791284929985811, 6.279489235704153, 4.852992823802767]",414836,"Mobile County, Alabama","[1.1425588661133002, -0.21573227222837746, 0.7538833108832419, 1.293267911565557, 1.5434586306280831, 1.4217449388592085, 1.3674686513460874, 1.4358524227010092, 1.367468651346089, 1.1425588661133002]"
01099,"[0.04427035140748051, 0.0531244216889766, 0.05755145682972465, 0.03984331626673246, 0.03541628112598441, 0.03541628112598441, 0.06640552711122075, 0.09296773795570903, 0.06640552711122075, 0.04427035140748051]",21530,"Monroe County, Alabama","[-0.3748591932445664, -0.21573227222837746, -0.14587246055354081, -0.46681592479142986, -0.56961480464698944, -0.56961480464698944, -0.02097666082595593, 0.272690154894979, -0.02097666082595593, -0.3748591932445664]"
01101,"[4.465422655398599, 2.5585071864783187, 0.6050494520181768, 1.4188803898587379, 2.372338124318878, 2.372338124318878, 7.6981339830978985, 9.977387576337055, 7.6981339830978985, 6.4654226553986]",226349,"Montgomery County, Alabama","[1.5986514470456181, 1.1125644760432731, -0.14587246055354081, 0.59801090553338343, 1.0466276163221897, 1.0466276163221897, 2.0739806666228393, 2.3003307834070794, 2.0739806666228393, 1.9216719016833614]"
01103,"[0.24471449427343578, 0.29365739312812295, 0.31812884255546653, 1.2202430448460917, 3.195771595418748, 3.195771595418748, 2.3670717414101525, 1.5139004379742138, 0.3670717414101537, 0.24471449427343578]",119012,"Morgan County, Alabama","[-0.3748591932445664, -0.21573227222837746, -0.14587246055354081, 1.0274506508456362, 1.8677461243580749, 1.8677461243580749, 1.6057589424410856, 1.2156567202899149, -0.020976660825954382, -0.3748591932445664]"
01105,"[0.019686221290070527, 0.02362346554808463, 0.02559208767709168, 0.017717599161063476, 0.015748977032056424, 0.015748977032056424, 0.029529331935105783, 0.04134106470914809, 0.029529331935105783, 0.019686221290070527]",9574,"Perry County, Alabama","[-0.3748591932445664, -0.21573227222837746, -0.14587246055354081, -0.46681592479142986, -0.56961480464698788, -0.56961480464698788, -0.02097666082595593, 0.272690154894979, -0.02097666082595593, -0.3748591932445664]"
01107,"[0.041790553739230574, 0.050148664487076694, 0.054327719860999754, 0.037611498365307514, 0.03343244299138445, 0.03343244299138445, 0.06268583060884587, 0.08776016285238424, 0.06268583060884587, 0.041790553739230574]",20324,"Pickens County, Alabama","[-0.3748591932445664, -0.21573227222837746, -0.14587246055354081, -0.46681592479142986, -0.56961480464698788, -0.56961480464698788, -0.020976660825954382, 0.272690154894979, -0.020976660825954382, -0.3748591932445664]"
01109,"[2.068443238130488, 1.082131885756584, 1.0889762095696338, 1.0615989143174385, 2.05475459050439, 2.0547545905043902, 0.10266485719573129, 0.1437308000740238, 0.10266485719573129, 0.06844323813048753]",33286,"Pike County, Alabama","[2.6000581137133354, 2.0346149574175745, 2.0401177884160968, 2.0178951807744818, 2.5942629781215363, 2.5942629781215363, -0.02097666082595593, 0.272690154894979, -0.02097666082595593, -0.3748591932445664]"
01111,"[0.04657742685008121, 0.05589291222009745, 0.06055065490510557, 0.04191968416507309, 0.037261941480064974, 0.037261941480064974, 0.06986614027512182, 0.09781259638517058, 0.06986614027512182, 0.04657742685008121]",22652,"Randolph County, Alabama","[-0.3748591932445664, -0.21573227222837746, -0.14587246055354081, -0.46681592479142986, -0.56961480464698944, -0.56961480464698944, -0.02097666082595593, 0.272690154894979, -0.02097666082595593, -0.3748591932445664]"
01113,"[2.11961425369605, 1.1435371044352598, 0.155498529804865, 0.10765282832644499, 0.09569140295683999, 0.09569140295683999, 2.179421380544076, 2.251189932761708, 0.17942138054407503, 0.11961425369604999]",58172,"Russell County, Alabama","[2.1341415742207701, 1.595541053046897, -0.14587246055354081, -0.46681592479142986, -0.56961480464698944, -0.56961480464698944, 2.1584269903095987, 2.1867046951197433, -0.020976660825954382, -0.3748591932445664]"
01115,"[0.1809861616597783, 1.2171833939917338, 1.235282010157711, 0.16288754549380047, 0.14478892932782264, 0.14478892932782264, 0.2714792424896675, 0.3800709394855346, 0.2714792424896675, 0.1809861616597783]",88019,"St. Clair County, Alabama","[-0.3748591932445664, 1.2885529610586699, 1.3014350412675704, -0.46681592479142986, -0.56961480464698944, -0.56961480464698944, -0.02097666082595593, 0.272690154894979, -0.02097666082595593, -0.3748591932445664]"
01117,"[0.9171934648986434, 0.7617559042051253, 0.5630098904036352, 0.8738850117906715, 2.0726310255921616, 1.8305765586826994, 3.3757901973479667, 3.393586449086338, 2.6496267966195797, 2.433084531079721]",210622,"Shelby County, Alabama","[0.2800635460290074, 0.11799473931169792, -0.14587246055354081, 0.23784742232788975, 0.99160379668963694, 0.88321491160261956, 1.4173559708411636, 1.4219449543492375, 1.2059589610608554, 1.131546471928796]"
01119,"[0.02681306931507413, 0.03217568317808896, 0.03485699010959637, 0.024131762383566714, 0.0214504554520593, 0.0214504554520593, 0.0402196039726112, 0.056307445561655685, 0.0402196039726112, 0.02681306931507413]",13040,"Sumter County, Alabama","[-0.3748591932445664, -0.21573227222837746, -0.14587246055354081, -0.46681592479142986, -0.56961480464698944, -0.56961480464698944, -0.020976660825954382, 0.272690154894979, -0.020976660825954382, -0.3748591932445664]"
01121,"[0.1647091481093085, 0.1976509777311702, 0.21412189254210107, 0.14823823329837765, 0.1317673184874468, 0.1317673184874468, 0.24706372216396277, 0.3458892110295477, 0.24706372216396277, 0.1647091481093085]",80103,"Talladega County, Alabama","[-0.3748591932445664, -0.21573227222837746, -0.14587246055354081, -0.46681592479142986, -0.56961480464698788, -0.56961480464698788, -0.020976660825954382, 0.272690154894979, -0.020976660825954382, -0.3748591932445664]"
01123,"[0.0837435486192503, 0.10049225834310037, 0.1088666132050254, 0.07536919375732527, 0.06699483889540024, 0.06699483889540024, 0.12561532292887545, 0.17586145210042564, 0.12561532292887545, 0.0837435486192503]",40727,"Tallapoosa County, Alabama","[-0.3748591932445664, -0.21573227222837746, -0.14587246055354081, -0.46681592479142986, -0.56961480464698788, -0.56961480464698788, -0.02097666082595593, 0.272690154894979, -0.02097666082595593, -0.3748591932445664]"
01125,"[10.423790430366214, 7.508548516439451, 1.5509275594760767, 1.381411387329591, 5.339032344292969, 5.339032344292969, 3.63568564554932, 3.8899599037690478, 2.635685645549319, 1.4237904303662132]",206102,"Tuscaloosa County, Alabama","[2.42031759213583, 2.1340028060891623, 0.75746108910692556, 0.65643882556173927, 1.8363862085009448, 1.8363862085009448, 1.501022704960074, 1.560023738282087, 1.2202886598977136, 0.68281159340951902]"
